編號,歌手/團體名稱,類別標籤,別名/譯名,相關團體,合唱組合,歌庫已收錄曲數
2039,GX (鼓鼓 呂思緯、蕭秉治),Indie / Global,,,,0
2040,陳華 & LCY呂植宇,Indie / Global,,,,0
2041,陳嘉樺,Indie / Global,,,,0
2042,YUKA,Indie / Global,,,,0
2043,何真真,Indie / Global,,,,0
2044,何維健,Indie / Global,,,,0
2045,藤井風,Indie / Global,,,,0
2046,Yumi Kimura,Indie / Global,,,,0
2047,久石讓,Indie / Global,,,,0
2048,Relaxing Piano & 広橋真紀子,Indie / Global,,,,0
2049,オルゴールの世界,Indie / Global,,,,0
2050,何維健 & 潘嘉麗,Indie / Global,,,,0
2051,Joe Hisaishi,Indie / Global,,,,0
2052,Lara梁心頤,Indie / Global,,,,0
2053,Lancelot,Indie / Global,,,,0
2054,Relaxing Orgel,Indie / Global,,,,0
2055,任然,Indie / Global,,,,0
2056,何瑞康,Indie / Global,,,,0
2057,何夏,Indie / Global,,,,0
2058,ZQS,Indie / Global,,,,0
2059,娃娃,Indie / Global,,,,0
2060,Hikaru Utada,Indie / Global,,,,0
2061,何仟仟,Indie / Global,,,,0
2062,陳華,Indie / Global,,,,0
2063,何深彰,Indie / Global,,,,0
2064,DJ何鵬 & 張北北,Indie / Global,,,,0
2065,何潤東,Indie / Global,,,,0
2066,張若凡,Solo / Group,,,,0
2067,陳冠蒨,Solo / Group,,,,0
2068,大胖+陳思函,Solo / Group,,,,0
2069,小柯,Solo / Group,,,,0
2070,天陌,Solo / Group,,,,0
2071,Hello Nico,Solo / Group,,,,0
2072,前男友+語墨YOMI+嘿人李逵NOISEMAKERS,Solo / Group,,,,0
2073,溜溜蛋,Solo / Group,,,,0
2074,任夏,Solo / Group,,,,0
2075,安靜,Solo / Group,,,,0
2076,陳琛,Solo / Group,,,,0
2077,ycccc,Solo / Group,,,,0
2078,趙柳芝,Solo / Group,,,,0
2079,林美,Solo / Group,,,,0
2080,劉秀喡,Solo / Group,,,,0
2081,小凌,Solo / Group,,,,0
2082,林喬安,Solo / Group,,,,0
2083,談詩玲,Solo / Group,,,,0
2084,高慧美,Solo / Group,,,,0
2085,林淑容,Solo / Group,,,,0
2086,崔苔菁,Solo / Group,,,,0
2087,包娜娜,Solo / Group,,,,0
2088,張寶玉,Solo / Group,,,,0
2089,茄子蛋+家家,Solo / Group,,,,1
2090,易欣,Solo / Group,,,,0
2091,劉盼,Solo / Group,,,,0
2092,陳中,Solo / Group,,,,0
2093,葉勝欽,Solo / Group,,,,0
2094,木村弓,Solo / Group,,,,0
2095,陳慧嫻,Solo / Group,,,,0
2096,許麗靜,Solo / Group,,,,0
2097,張碧晨+王赫野,Solo / Group,,,,3
2098,賀一航,Solo / Group,,,,0
2099,謝華,Solo / Group,,,,0
2100,丁點兒,Solo / Group,,,,0
2101,高原,Solo / Group,,,,0
2102,林志斌,Solo / Group,,,,0
2103,趙小南,Solo / Group,,,,0
2104,莊振凱+洪百慧,Solo / Group,,,,0
2105,楊麗菁,Solo / Group,,,,0
2106,情歌對唱,Solo / Group,,,,0
2107,趙曉潭+蘇文良,Solo / Group,,,,0
2108,鶴立立,Solo / Group,,,,0
2109,鍾有道,Solo / Group,,,,0
2110,劉玉芳,Solo / Group,,,,0
2111,梅艷芳,Solo / Group,,,,0
2112,良山,Solo / Group,,,,0
2113,超級佩璞 & itssiu,Indie / Global,,,,0
2114,Capper,Indie / Global,,,,0
2115,久石讓 & 米良美一,Indie / Global,,,,0
2116,寶寶床邊音樂盒,Indie / Global,,,,0
2117,展展與羅羅,Indie / Global,,,,0
2118,奧拉・雅羅,Indie / Global,,,,0
2119,黛安娜羅絲,Indie / Global,,,,0
2120,尤雅,Solo / Group,,,,0
2121,蕭敬騰+周傳雄,Solo / Group,,,,0
2122,黃暄雅,Solo / Group,,,,0
2123,彭嬿,Solo / Group,,,,0
2124,劉桂湘+莊合音+邱致祥+張堂珍+陳果伸,Solo / Group,,,,0
2125,吉幾三,Solo / Group,,,,0
2126,徐木珍,Solo / Group,,,,0
2127,文夏+文香,Solo / Group,,,,0
2128,陳興瑜,Solo / Group,,,,0
2129,葉璦菱,Solo / Group,,,,0
2130,高爾宣 & 派偉俊,Indie / Global,,,,0
2131,高潤荷,Indie / Global,,,,0
2132,張學友 & 高慧君,Indie / Global,,,,0
2133,汪峯,Indie / Global,,,,0
2134,Sleepy Nuts,Indie / Global,,,,0
2135,啟程合唱小組,Indie / Global,,,,0
2136,"李杰明, 陳忻玥, 高爾宣, 九九 & 王艷薇",Indie / Global,,,,0
2137,高橋洋子,Indie / Global,,,,0
2138,日本BGM向上委員会,Indie / Global,,,,0
2139,王ADEN & 高爾宣,Indie / Global,,,,0
2140,Pianoboy高至豪,Indie / Global,,,,0
2141,Toya Takase,Indie / Global,,,,0
2142,高橋優,Indie / Global,,,,0
2143,王赫野 & 希林娜依高,Indie / Global,,,,0
2144,以莉·高露,Indie / Global,,,,0
2145,曾寶儀+黃子佼,Solo / Group,,,,0
2146,張衛健+韓宇,Solo / Group,,,,0
2147,黃志明+李佳薇,Solo / Group,,,,0
2148,余天龍+吳儀君,Solo / Group,,,,0
2149,窩窩,Solo / Group,,,,0
2150,9m88+Leo王,Solo / Group,,,,0
2151,妮可醬,Solo / Group,,,,0
2152,容中爾甲,Solo / Group,,,,0
2153,烏蘭托婭,Solo / Group,,,,0
2154,妞妞,Solo / Group,,,,0
2155,廖若予,Solo / Group,,,,0
2156,王秀如+林峰,Solo / Group,,,,0
2157,葉啟田+方瑞娥,Solo / Group,,,,0
2158,鄭淑玲,Solo / Group,,,,0
2159,黃婠媛,Solo / Group,,,,0
2160,岳雷+甄秀珍,Solo / Group,,,,0
2161,陳聖芬,Solo / Group,,,,0
2162,八妹,Solo / Group,,,,0
2163,劉青,Solo / Group,,,,0
2164,李珮菁,Solo / Group,,,,0
2165,慕容婕柃,Solo / Group,,,,0
2166,張淑美+張芳美,Solo / Group,,,,0
2167,劉德華+張衛健,Solo / Group,,,,0
2168,施易男,Solo / Group,,,,0
2169,金志文+徐佳瑩,Solo / Group,,,,0
2170,徐亨,Solo / Group,,,,0
2171,文夏+四姐妹,Solo / Group,,,,0
2172,張衛健+劉德華,Solo / Group,,,,0
2173,倪賓,Solo / Group,,,,0
2174,原始林,Solo / Group,,,,0
2175,劉沛蘭,Solo / Group,,,,0
2176,郭金發,Solo / Group,,,,0
2177,小畑実,Solo / Group,,,,0
2178,斯琴高麗,Solo / Group,,,,0
2179,正月十五,Solo / Group,,,,0
2180,石琇惠,Solo / Group,,,,0
2181,胡歌,Solo / Group,,,,0
2182,張敬軒+王菀之,Solo / Group,,,,0
2183,羅時豐+對唱,Solo / Group,,,,0
2184,張俐敏,Solo / Group,,,,0
2185,黃耀明,Solo / Group,,,,0
2186,姚莉+楊光,Solo / Group,,,,0
2187,thehopend,Indie / Global,,,,0
2188,亞瑟・魯賓斯坦,Indie / Global,,,,0
2189,黃瑞琪,Solo / Group,,,,0
2190,潘瑋柏 & 弦子,Indie / Global,,,,0
2191,潘信維,Indie / Global,,,,0
2192,広橋真紀子,Indie / Global,,,,0
2193,潘成(皮卡潘),Indie / Global,,,,0
2194,潘越雲 & 齊豫,Indie / Global,,,,0
2195,潘安邦,Indie / Global,,,,0
2196,潘裕文,Indie / Global,,,,0
2197,薛明媛 & 朱賀,Indie / Global,,,,0
2198,"麗絲・戴維森, 倫敦愛樂管弦樂團 & 愛德華 · 加德納",Indie / Global,,,,0
2199,畢書盡 & 朱俐靜,Indie / Global,,,,0
2200,朱俐靜 & 陳勢安,Indie / Global,,,,0
2201,朱興東,Indie / Global,,,,0
2202,朱碧石,Indie / Global,,,,0
2203,朱禮安,Indie / Global,,,,0
2204,朱婧汐,Indie / Global,,,,0
2205,朱運恒,Indie / Global,,,,0
2206,莎妮 · 迪魯卡,Indie / Global,,,,0
2207,朱浩仁,Indie / Global,,,,0
2208,朱宗慶打擊樂團,Indie / Global,,,,0
2209,ZHU,Indie / Global,,,,0
2210,木星樂團 & 湯瑪斯・鄧福德,Indie / Global,,,,0
2211,朱海君 & 李明洋,Indie / Global,,,,0
2212,石川さゆり,Solo / Group,,,,0
2213,Willy簡嘉彣,Indie / Global,,,,0
2214,張簡君偉,Indie / Global,,,,0
2215,羽·泉 & 蘇慧倫,Indie / Global,,,,0
2216,貝特朗 · 夏瑪尤,Indie / Global,,,,0
2217,嬰兒 睡覺,Indie / Global,,,,0
2218,青虫 aoi,Indie / Global,,,,0
2219,愛麗絲・紗良・奧特,Indie / Global,,,,0
2220,卓義峯,Indie / Global,,,,0
2221,"成龍, 周華健, 李宗盛 & 黃耀明",Indie / Global,,,,0
2222,伍佰 & 萬芳,Indie / Global,,,,0
2223,翁祥 & Willy簡嘉彣,Indie / Global,,,,0
2224,郭聰明,Indie / Global,,,,0
2225,陳楚生,Indie / Global,,,,0
2226,第四世蔣貢康楚仁波切,Indie / Global,,,,0
2227,歐拉佛・亞諾茲,Indie / Global,,,,0
2228,布蘭妮·斯皮爾斯,Indie / Global,,,,0
2229,周華健 & 任賢齊,Indie / Global,,,,0
2230,Bruno Fontaine,Indie / Global,,,,0
2231,Vestard Shimkus,Indie / Global,,,,0
2232,歐拉佛・亞諾茲 & Voces8,Indie / Global,,,,0
2233,那英+張杰,Solo / Group,,,,0
2234,石一楠,Solo / Group,,,,0
2235,羅聰,Solo / Group,,,,0
2236,林鴻銘+秦媗,Solo / Group,,,,0
2237,姜育恆+潘軍,Solo / Group,,,,0
2238,ShiGGaShay+孫燕姿,Solo / Group,,,,0
2239,ShiGGa Shay+孫燕姿,Solo / Group,,,,0
2240,夏筱晴,Solo / Group,,,,0
2241,于瑞洋,Solo / Group,,,,0
2242,鄭進一+澎恰恰+許效,Solo / Group,,,,0
2243,李志洲,Solo / Group,,,,0
2244,SHIGGA SHAY+孫燕,Solo / Group,,,,0
2245,黃凱芹,Solo / Group,,,,0
2246,李佳璐,Solo / Group,,,,0
2247,鍾鎮宇,Indie / Global,,,,0
2248,CHEN & Punch,Indie / Global,,,,0
2249,Relaxing Piano,Indie / Global,,,,0
2250,鍾明軒,Indie / Global,,,,0
2251,李鍾錫,Indie / Global,,,,0
2252,金鐘鉉,Indie / Global,,,,0
2253,逃跑計劃,Indie / Global,,,,0
2254,"TangoZ鍾祺, AnsrJ & 謝可寅",Indie / Global,,,,0
2255,蔡卓妍,Indie / Global,,,,0
2256,鍾興民,Indie / Global,,,,0
2257,尹鍾信 & SEVENTEEN,Indie / Global,,,,0
2258,尹鍾信 & MINSEO,Indie / Global,,,,0
2259,"CHEN, Baekhyun & XIUMIN",Indie / Global,,,,0
2260,鍾綺,Indie / Global,,,,0
2261,炎明熹+魔動閃霸,Solo / Group,,,,0
2262,林晶晶,Solo / Group,,,,0
2263,沈建豪+徐紫淇,Solo / Group,,,,0
2264,王晶,Solo / Group,,,,0
2265,徐譽騰,Solo / Group,,,,0
2266,謝安琪+張敬軒,Solo / Group,,,,0
2267,林葳,Solo / Group,,,,0
2268,詹曼鈴+陳豪,Solo / Group,,,,0
2269,林淑娟,Solo / Group,,,,0
2270,飛兒樂團,Indie / Global,,,,0
2271,彭羚 & 王力宏,Indie / Global,,,,0
2272,尼克・克洛爾 & 瑞絲薇斯朋,Indie / Global,,,,0
2273,彭熊軼男,Indie / Global,,,,0
2274,那對大妻,Solo / Group,,,,0
2275,wann,Indie / Global,,,,0
2276,落差草原 WWWW,Indie / Global,,,,0
2277,隊長 & 角吾杰,Indie / Global,,,,0
2278,海妖,Indie / Global,,,,0
2279,盧冠廷,Indie / Global,,,,0
2280,方大同 & 薛凱琪,Indie / Global,,,,0
2281,暗杠,Indie / Global,,,,0
2282,海妖樂隊,Indie / Global,,,,0
2283,遊唱寶貝 & 黃湘怡,Indie / Global,,,,0
2284,久石讓 & 游學志,Indie / Global,,,,0
2285,木村弓 & 游學志,Indie / Global,,,,0
2286,張靚穎 & 李榮浩,Indie / Global,,,,0
2287,My First Music,Indie / Global,,,,0
2288,游學志,Indie / Global,,,,0
2289,DIVA彩月團,Solo / Group,,,,0
2290,陳明韶,Solo / Group,,,,0
2291,盛宇 & Faye 詹雯婷,Indie / Global,,,,0
2292,Faye 詹雯婷,Indie / Global,,,,0
2293,周杰倫 & 詹宇豪,Indie / Global,,,,0
2294,"告五人, 詹懷雲 & 江齊",Indie / Global,,,,0
2295,"詹雅雯, 林喬安, 溫瀚龍 & 高佳群",Indie / Global,,,,0
2296,"馬克斯・李希特, 班・ 羅素 & 克拉麗絲・贊臣",Indie / Global,,,,0
2297,Sabrina 胡恂舞,Indie / Global,,,,0
2298,胡凱兒,Indie / Global,,,,0
2299,胡夏 & 郁可唯,Indie / Global,,,,0
2300,CORSAK胡夢周,Indie / Global,,,,0
2301,胡楊林,Indie / Global,,,,0
2302,胡歌 & 阿蘭,Indie / Global,,,,0
2303,胡星冉,Indie / Global,,,,0
2304,Sabrina 胡恂舞 & JOYCE 就以斯,Indie / Global,,,,0
2305,蕭敬騰+王琳凱+張碧晨,Solo / Group,,,,1
2306,Fine樂團,Solo / Group,,,,0
2307,李香蘭,Solo / Group,,,,0
2308,Akb48,Solo / Group,,,,0
2309,施語庭,Indie / Global,,,,0
2310,miki施孟琪,Indie / Global,,,,0
2311,蕭小M,Indie / Global,,,,0
2312,施文彬 & 江蕙,Indie / Global,,,,0
2313,基里爾 · 格斯坦,Indie / Global,,,,0
2314,史嘉蕾·喬韓森,Indie / Global,,,,0
2315,史嘉蕾·喬韓森 & Bono,Indie / Global,,,,0
2316,施孝榮,Indie / Global,,,,0
2317,赫胥卡,Indie / Global,,,,0
2318,丹尼爾・特里福諾夫,Indie / Global,,,,0
2319,史嘉蕾·喬韓森 & 喬昆.菲尼克斯,Indie / Global,,,,0
2320,琉森節慶弦樂團 & 丹尼爾・多茲,Indie / Global,,,,0
2321,隊長,Indie / Global,,,,0
2322,琪琪·帕瑪,Indie / Global,,,,0
2323,"鄭人碩, 劉冠廷, 納豆 & 施名帥",Indie / Global,,,,0
2324,一綾+慧璇,Solo / Group,,,,0
2325,鄭怡萍,Solo / Group,,,,0
2326,余俊,Solo / Group,,,,0
2327,邱四湖+張愛蔆,Solo / Group,,,,0
2328,周慧璇+一綾,Solo / Group,,,,0
2329,王又萱,Solo / Group,,,,0
2330,茆蕙觀,Solo / Group,,,,0
2331,潘寶新,Solo / Group,,,,0
2332,林美美,Solo / Group,,,,0
2333,慧觀,Solo / Group,,,,0
2334,謝宜君+陳隨意,Solo / Group,,,,0
2335,茆惠觀,Solo / Group,,,,0
2336,"阿YueYue, 戾格 & 小田音樂社",Indie / Global,,,,0
2337,奇然 & 沈謐仁,Indie / Global,,,,0
2338,沈安,Indie / Global,,,,0
2339,沈文程 & 張瀛仁,Indie / Global,,,,0
2340,沈蟲蟲 & 陳土豆,Indie / Global,,,,0
2341,"接個吻,開一槍, 沈以誠 & 薛明媛",Indie / Global,,,,0
2342,ZUTOMAYO,Indie / Global,,,,0
2343,沈文程 & 陳盈潔,Indie / Global,,,,0
2344,善宇,Indie / Global,,,,0
2345,沈文程 & 曾心梅,Indie / Global,,,,0
2346,陳盈潔 & 沈文程,Indie / Global,,,,0
2347,Alfred Sim,Indie / Global,,,,0
2348,沈以誠,Indie / Global,,,,0
2349,誓言,Indie / Global,,,,0
2350,Dish,Indie / Global,,,,0
2351,沈雁,Indie / Global,,,,0
2352,舞炯恩,Indie / Global,,,,0
2353,沈靖韜,Indie / Global,,,,0
2354,"莊沛汶, 沈睿傑, 施孟元 & 高暐哲",Indie / Global,,,,0
2355,沈學風.碩果 & 王睿卓,Indie / Global,,,,0
2356,Nod...Off,Indie / Global,,,,0
2357,阿YueYue & 戾格,Indie / Global,,,,0
2358,陳小龍,Solo / Group,,,,0
2359,伍浩哲+陳美鳳,Solo / Group,,,,0
2360,徐一鳴,Solo / Group,,,,0
2361,蘇芮,Solo / Group,,,,0
2362,璟年,Solo / Group,,,,0
2363,French kiss,Solo / Group,,,,0
2364,余又,Indie / Global,,,,0
2365,余佳運,Indie / Global,,,,0
2366,AFMC黑子,Indie / Global,,,,0
2367,小阿七,Indie / Global,,,,0
2368,RIIZE,Indie / Global,,,,0
2369,軟萌兔兔,Indie / Global,,,,0
2370,道英,Indie / Global,,,,0
2371,水田龍子,Solo / Group,,,,0
2372,趙翊帆,Indie / Global,,,,0
2373,NINEONE趙馨玥,Indie / Global,,,,0
2374,趙雷,Indie / Global,,,,0
2375,趙露思,Indie / Global,,,,0
2376,音闕詩聽 & 趙方婧,Indie / Global,,,,0
2377,趙翊帆 & Way U,Indie / Global,,,,0
2378,趙磊 & Fine樂團,Indie / Global,,,,0
2379,趙磊,Indie / Global,,,,0
2380,趙傳 & 劉沁,Indie / Global,,,,0
2381,趙翊帆 & PONY5IBE,Indie / Global,,,,0
2382,趙成珍,Indie / Global,,,,0
2383,趙紫驊,Indie / Global,,,,0
2384,張碧晨 & 趙麗穎,Indie / Global,,,,0
2385,吳亦凡 & 趙麗穎,Indie / Global,,,,0
2386,盧盧快閉嘴,Indie / Global,,,,0
2387,盧子杰 James Lu,Indie / Global,,,,0
2388,梁靜茹 & 盧廣仲,Indie / Global,,,,0
2389,楊坤+人聲兄弟,Solo / Group,,,,0
2390,梁靜茹 & 艾怡良,Indie / Global,,,,0
2391,卓文萱 & 曹格,Indie / Global,,,,0
2392,吳奇隆+李沁怡,Solo / Group,,,,0
2393,Ave Mujica,Indie / Global,,,,0
2394,"顏尼歐・莫瑞康尼, 馬友友 & 羅馬交響樂團",Indie / Global,,,,0
2395,馬友友,Indie / Global,,,,0
2396,顏志琳,Indie / Global,,,,0
2397,許嵩+何曼婷,Solo / Group,,,,0
2398,工藤静香,Solo / Group,,,,0
2399,李藝雅,Solo / Group,,,,0
2400,張玫,Solo / Group,,,,0
2401,陳艾玲,Solo / Group,,,,0
2402,達玲,Solo / Group,,,,0
2403,劉濤,Solo / Group,,,,0
2404,陳亮吟,Solo / Group,,,,0
2405,趙詠華+李正帆,Solo / Group,,,,0
2406,王日昇,Solo / Group,,,,0
2407,松原のぶえ,Solo / Group,,,,0
2408,劉佳林,Solo / Group,,,,0
2409,崔子格+劉濤,Solo / Group,,,,0
2410,江銘+洪明協,Solo / Group,,,,0
2411,趙詠華+對唱,Solo / Group,,,,0
2412,顏小健,Solo / Group,,,,0
2413,陳琳,Solo / Group,,,,0
2414,琪大媽,Solo / Group,,,,0
2415,桂瑩瑩,Solo / Group,,,,0
2416,徐良+小凌,Solo / Group,,,,0
2417,陳玉建,Solo / Group,,,,0
2418,周慧敏,Solo / Group,,,,0
2419,古惠景,Solo / Group,,,,0
2420,西卿,Solo / Group,,,,0
2421,中川翔子,Solo / Group,,,,0
2422,三枝夕夏 in db,Solo / Group,,,,0
2423,陳柯宇,Indie / Global,,,,0
2424,林小柯,Indie / Global,,,,0
2425,賽西兒 · 柯貝爾,Indie / Global,,,,0
2426,"劉德華, 吳宗憲 & 柯受良",Indie / Global,,,,0
2427,魯多維柯・艾奧迪,Indie / Global,,,,0
2428,柯以敏 & 林志炫,Indie / Global,,,,0
2429,登坂廣臣,Indie / Global,,,,0
2430,Charli xcx,Indie / Global,,,,0
2431,DAISHI DANCE,Indie / Global,,,,0
2432,柯柯柯啊,Indie / Global,,,,0
2433,"盧子杰 James Lu, 屁孩 Ryan & 柯政宏",Indie / Global,,,,0
2434,柯震東,Indie / Global,,,,0
2435,斉藤功,Indie / Global,,,,0
2436,周艷泓,Solo / Group,,,,0
2437,吳佩珊,Solo / Group,,,,0
2438,KONE,Solo / Group,,,,0
2439,魏嘉瑩,Indie / Global,,,,0
2440,魏如萱,Indie / Global,,,,0
2441,魏奇奇,Indie / Global,,,,0
2442,魏如萱 & 許光漢,Indie / Global,,,,0
2443,劉惜君 & 薛之謙,Indie / Global,,,,0
2444,薛金史帝文生,Indie / Global,,,,0
2445,張碧晨 & 毛不易,Indie / Global,,,,0
2446,陳墨一(吖毛),Indie / Global,,,,0
2447,恆春兮,Indie / Global,,,,0
2448,迪麗熱巴,Indie / Global,,,,0
2449,毛利齊奧・波里尼,Indie / Global,,,,0
2450,李玉璽 & 王識賢,Indie / Global,,,,0
2451,王晰,Solo / Group,,,,0
2452,陳奕晴,Solo / Group,,,,0
2453,林俊,Solo / Group,,,,0
2454,夏佳右,Solo / Group,,,,0
2455,熊海靈,Solo / Group,,,,0
2456,李之勤,Solo / Group,,,,0
2457,張帝,Solo / Group,,,,0
2458,馬沙,Solo / Group,,,,0
2459,徐千舜,Solo / Group,,,,0
2460,香香,Solo / Group,,,,0
2461,許過頭,Solo / Group,,,,0
2462,舒媚,Solo / Group,,,,0
2463,MOMO姐姐,Solo / Group,,,,0
2464,熊海珍,Solo / Group,,,,0
2465,汪蘇瀧 & 容祖兒,Indie / Global,,,,0
2466,汪蘇瀧 & 吉克雋逸,Indie / Global,,,,0
2467,汪小敏,Indie / Global,,,,0
2468,汪蘇瀧 & 荷莉,Indie / Global,,,,0
2469,汪蘇瀧 & 徐佳瑩,Indie / Global,,,,0
2470,汪蘇瀧 & 鄧紫棋,Indie / Global,,,,0
2471,張碧晨 & 汪蘇瀧,Indie / Global,,,,0
2472,汪蘇瀧 & 林希兒,Indie / Global,,,,0
2473,徐詣帆,Solo / Group,,,,0
2474,鄧福如 AFÜ,Indie / Global,,,,0
2475,伍佰 & China Blue,Indie / Global,,,,0
2476,伍佰 & 莫文蔚,Indie / Global,,,,0
2477,粗大Band,Indie / Global,,,,0
2478,張衛健,Solo / Group,,,,0
2479,A-Show,Solo / Group,,,,0
2480,A show,Solo / Group,,,,0
2481,方雅賢,Indie / Global,,,,0
2482,方烱彬,Indie / Global,,,,0
2483,斑恩,Indie / Global,,,,0
2484,ReoNa,Indie / Global,,,,0
2485,方季惟,Indie / Global,,,,0
2486,あいみょん,Indie / Global,,,,0
2487,黃偉霖,Solo / Group,,,,0
2488,陳彥允,Solo / Group,,,,0
2489,張靓穎,Solo / Group,,,,0
2490,Go Go Rise美好前程,Solo / Group,,,,0
2491,許書豪,Solo / Group,,,,0
2492,攬佬SKAI ISYOURGOD,Solo / Group,,,,0
2493,傷心欲絕,Solo / Group,,,,0
2494,許耀奇,Solo / Group,,,,0
2495,蔣嬰,Solo / Group,,,,0
2496,龍奔,Solo / Group,,,,0
2497,蔣大為,Solo / Group,,,,0
2498,林秋風,Solo / Group,,,,0
2499,肖飛,Solo / Group,,,,0
2500,東方駿,Solo / Group,,,,0
2501,藍雨,Solo / Group,,,,0
2502,江淑娜,Solo / Group,,,,0
2503,王羽馨,Solo / Group,,,,0
2504,徐佩琪,Solo / Group,,,,0
2505,戴邑靜,Solo / Group,,,,0
2506,羅琦,Solo / Group,,,,0
2507,戴芸庭,Solo / Group,,,,0
2508,晨陽,Solo / Group,,,,0
2509,蘇來,Solo / Group,,,,0
2510,邱綉媛,Solo / Group,,,,0
2511,劉鈞,Solo / Group,,,,0
2512,玄樂團,Solo / Group,,,,0
2513,符龍飛,Solo / Group,,,,0
2514,李漢昭,Solo / Group,,,,0
2515,王惠櫻,Solo / Group,,,,0
2516,大月みやこ,Solo / Group,,,,0
2517,吳彤雨,Solo / Group,,,,0
2518,大台風樂團,Solo / Group,,,,0
2519,三波春夫,Solo / Group,,,,0
2520,陳柏圻,Solo / Group,,,,0
2521,于嘉珍,Solo / Group,,,,0
2522,閻荷婷,Solo / Group,,,,0
2523,辛欣,Solo / Group,,,,0
2524,霈丹,Solo / Group,,,,0
2525,馬念先+9m88,Solo / Group,,,,0
2526,電流妹,Solo / Group,,,,0
2527,coco這個李文,Solo / Group,,,,0
2528,山野,Solo / Group,,,,0
2529,黃磊,Solo / Group,,,,0
2530,申大衛,Solo / Group,,,,0
2531,豔陽天,Solo / Group,,,,0
2532,陳潔儀+蘇永康,Solo / Group,,,,0
2533,陳明仁,Solo / Group,,,,0
2534,李驥,Solo / Group,,,,0
2535,杜宣達,Indie / Global,,,,0
2536,孫淑媚 & 阿杜,Indie / Global,,,,0
2537,劉曉禹,Indie / Global,,,,0
2538,杜德偉 & 林凡,Indie / Global,,,,0
2539,蕭孋珠,Solo / Group,,,,0
2540,戴羽彤,Indie / Global,,,,0
2541,戴夫・布魯貝克,Indie / Global,,,,0
2542,"The Weeknd, JENNIE & 莉莉蘿絲·戴普",Indie / Global,,,,0
2543,馬友友 & 凱瑟琳 · 史托特,Indie / Global,,,,0
2544,戴羽彤 & 承桓,Indie / Global,,,,0
2545,戴荃,Indie / Global,,,,0
2546,淺影阿,Solo / Group,,,,0
2547,王仁宏,Solo / Group,,,,0
2548,朴宰範,Indie / Global,,,,0
2549,范宗沛 & 李哲音,Indie / Global,,,,0
2550,李哲音 & 范宗沛,Indie / Global,,,,0
2551,Josu Okiñena,Indie / Global,,,,0
2552,酷音樂團,Indie / Global,,,,0
2553,Costantino Catena,Indie / Global,,,,0
2554,宋德鶴,Indie / Global,,,,0
2555,小宇 宋念宇,Indie / Global,,,,0
2556,宋秉勤,Indie / Global,,,,0
2557,宋岳庭,Indie / Global,,,,0
2558,小宇 宋念宇 & A-Lin,Indie / Global,,,,0
2559,宋雨琦,Indie / Global,,,,0
2560,宋佳野,Indie / Global,,,,0
2561,宋楚琳,Indie / Global,,,,0
2562,宋孟君,Indie / Global,,,,0
2563,宋旻浩,Indie / Global,,,,0
2564,ZICO & 宋旻浩,Indie / Global,,,,0
2565,袁婭維 & 小宇 宋念宇,Indie / Global,,,,0
2566,icyball 冰球樂團 & 宋芸樺,Indie / Global,,,,0
2567,BE'O,Indie / Global,,,,0
2568,ERIKA,Indie / Global,,,,0
2569,后弦,Solo / Group,,,,0
2570,曹楊,Indie / Global,,,,0
2571,조정석,Indie / Global,,,,0
2572,梁靜茹 & 曹格,Indie / Global,,,,0
2573,光良 & 曹格,Indie / Global,,,,0
2574,曹雅雯 & 許富凱,Indie / Global,,,,0
2575,曹雨航 & 朝歌夜弦,Indie / Global,,,,0
2576,曹雅雯 & 陳亞蘭,Indie / Global,,,,0
2577,曹登昌,Indie / Global,,,,0
2578,曹方,Indie / Global,,,,0
2579,潔白樂團,Solo / Group,,,,0
2580,董又霖,Indie / Global,,,,0
2581,董寶石,Indie / Global,,,,0
2582,董運昌,Indie / Global,,,,0
2583,董寶石 & 哩哩,Indie / Global,,,,0
2584,董唧唧 & 芊芊龍,Indie / Global,,,,0
2585,董貞,Indie / Global,,,,0
2586,"楊宗緯, 董寶石 & 王宇宙Leto",Indie / Global,,,,0
2587,小春Kenzy,Indie / Global,,,,0
2588,"董寶石, Kozay & Evis Wy",Indie / Global,,,,0
2589,Aioz & 董唧唧,Indie / Global,,,,0
2590,胖虎(董欣怡),Indie / Global,,,,0
2591,董運昌 & 陳雅慧,Indie / Global,,,,0
2592,董唧唧 & 何村豬,Indie / Global,,,,0
2593,翁立友 & 董育君,Indie / Global,,,,0
2594,董寶石 & 派克特,Indie / Global,,,,0
2595,"李玖哲, 陳楚生 & 董寶石",Indie / Global,,,,0
2596,李潤祺,Indie / Global,,,,0
2597,頑童MJ119,Solo / Group,,,,0
2598,溫奕心,Indie / Global,,,,0
2599,温嵐,Indie / Global,,,,0
2600,溫蒂漫步,Indie / Global,,,,0
2601,温嵐 & 周杰倫,Indie / Global,,,,0
2602,温嵐 & JZN,Indie / Global,,,,0
2603,流氓阿德,Indie / Global,,,,0
2604,鐵竹堂 & 温嵐,Indie / Global,,,,0
2605,伊雯·瑞秋·伍德,Indie / Global,,,,0
2606,Dan + Shay,Indie / Global,,,,0
2607,芒果醬 & 溫妮,Indie / Global,,,,0
2608,魏嘉瑩 & 溫妮,Indie / Global,,,,0
2609,馬天宇,Indie / Global,,,,0
2610,安靜音樂,Indie / Global,,,,0
2611,約書亞樂團,Indie / Global,,,,0
